Nom,Type,Attribut,ATK,DEF,Niveau
Silver Gadget,Effect Monster,LIGHT,1500,1000,4
Silver Sentinel,Effect Monster,EARTH,1500,1300,4
Silver Wing,Spell Card,,,,
Silver's Cry,Spell Card,,,,
Silverrokket Dragon,Effect Monster,DARK,1900,100,4
Silvervine Senri,Effect Monster,WIND,0,0,2
SIMM Tablir,Effect Monster,DARK,0,1800,5
Simorgh of Darkness,Effect Monster,DARK,2900,2000,8
Simorgh Onslaught,Spell Card,,,,
Simorgh Repulsion,Spell Card,,,,
Simorgh Sky Battle,Trap Card,,,,
"Simorgh, Bird of Ancestry",Effect Monster,WIND,2900,2000,8
"Simorgh, Bird of Beginning",Effect Monster,WIND,0,1600,1
"Simorgh, Bird of Bringing",Effect Monster,WIND,1000,1000,2
"Simorgh, Bird of Calamity",Effect Monster,WIND,1500,200,3
"Simorgh, Bird of Divinity",Effect Monster,WIND,2700,1000,7
"Simorgh, Bird of Perfection",Effect Monster,DARK,1800,500,4
"Simorgh, Bird of Protection",Effect Monster,WIND,1400,1000,4
"Simorgh, Lord of the Storm",Effect Monster,WIND,2900,2000,8
Simul Archfiends,Trap Card,,,,
Simultaneous Equation Cannons,Trap Card,,,,
Simultaneous Loss,Trap Card,,,,
Sinful Spoils Awakening,Trap Card,,,,
Sinful Spoils of Betrayal - Silvera,Trap Card,,,,
Sinful Spoils of Doom - Rciela,Spell Card,,,,
Sinful Spoils of Slumber - Morrian,Trap Card,,,,
Sinful Spoils of Subversion - Snake-Eye,Spell Card,,,,
Sinful Spoils of the White Forest,Spell Card,,,,
Sinful Spoils Struggle,Spell Card,,,,
Sinful Spoils Subdual,Trap Card,,,,
Single Purchase,Spell Card,,,,
Singularity Fiend,Effect Monster,DARK,0,0,1
Sinister Seeds,Trap Card,,,,
Sinister Serpent,Effect Monster,WATER,300,250,1
Sinister Shadow Games,Trap Card,,,,
Sinister Yorishiro,Trap Card,,,,
Sirenorca,Effect Monster,WATER,2200,1000,5
Sishunder,Effect Monster,LIGHT,900,400,4
Six Samurai United,Spell Card,,,,
Six Scrolls of the Samurai,Spell Card,,,,
Six Strike - Double Assault,Spell Card,,,,
Six Strike - Legendary Lord's Sextuple Impact,Trap Card,,,,
Six Strike - Thunder Blast,Trap Card,,,,
Six Strike - Triple Impact,Spell Card,,,,
Six Style - Dual Wield,Trap Card,,,,
Sixth Sense,Trap Card,,,,
Skill Drain,Trap Card,,,,
Skill Prisoner,Trap Card,,,,
Skill Successor,Trap Card,,,,
Skilled Blue Magician,Effect Monster,LIGHT,1800,1800,4
Skilled Brown Magician,Effect Monster,DARK,300,200,4
Skilled Dark Magician,Effect Monster,DARK,1900,1700,4
Skilled Red Magician,Effect Monster,DARK,1600,1600,4
Skilled White Magician,Effect Monster,LIGHT,1700,1900,4
Skreech,Effect Monster,WATER,1500,400,4
Skull Archfiend of Lightning,Effect Monster,DARK,2500,1200,6
Skull Conductor,Effect Monster,DARK,2000,0,4
Skull Dice,Trap Card,,,,
Skull Dog Marron,Normal Monster,EARTH,1350,2000,4
Skull Flame,Effect Monster,FIRE,2600,2000,8
Skull Invitation,Trap Card,,,,
Skull Knight #2,Effect Monster,DARK,1000,1200,3
Skull Kraken,Effect Monster,DARK,600,1600,3
Skull Lair,Trap Card,,,,
Skull Mariner,Normal Monster,WATER,1600,900,4
Skull Meister,Effect Monster,DARK,1700,400,4
Skull Red Bird,Normal Monster,WIND,1550,1200,4
Skull Servant,Normal Monster,DARK,300,200,1
Skull Stalker,Normal Monster,DARK,900,800,3
Skull-Mark Ladybug,Effect Monster,EARTH,500,1500,4
Sky Dragon,Normal Monster,WIND,1900,1800,6
Sky Iris,Spell Card,,,,
Sky Scourge Cidhels,Effect Monster,EARTH,2200,1600,6
Sky Scourge Enrise,Effect Monster,LIGHT,2400,1500,8
Sky Scourge Invicil,Effect Monster,EARTH,2200,1600,6
Sky Scourge Norleras,Effect Monster,DARK,2400,1500,8
Sky Scout,Normal Monster,WIND,1800,600,4
Sky Striker Ace - Raye,Effect Monster,DARK,1500,1500,4
Sky Striker Ace - Roze,Effect Monster,LIGHT,1500,1500,4
Sky Striker Airspace - Area Zero,Spell Card,,,,
Sky Striker Maneuver - Afterburners!,Spell Card,,,,
Sky Striker Maneuver - Jamming Waves!,Spell Card,,,,
Sky Striker Maneuver - Scissors Cross,Spell Card,,,,
Sky Striker Maneuver - Vector Blast,Spell Card,,,,
Sky Striker Mecha - Eagle Booster,Spell Card,,,,
Sky Striker Mecha - Hornet Drones,Spell Card,,,,
Sky Striker Mecha - Shark Cannon,Spell Card,,,,
Sky Striker Mecha - Widow Anchor,Spell Card,,,,
Sky Striker Mecha Modules - Multirole,Spell Card,,,,
Sky Striker Mecharmory - Hercules Base,Spell Card,,,,
Sky Striker Mobilize - Engage!,Spell Card,,,,
Sky Striker Mobilize - Linkage!,Spell Card,,,,
Skydive Scorcher,Spell Card,,,,
Skyscraper,Spell Card,,,,
Skyscraper 2 - Hero City,Spell Card,,,,
Skystarray,Effect Monster,WIND,600,300,3
Slash Draw,Spell Card,,,,
Sleeping Lion,Normal Monster,EARTH,700,1700,4
Slifer the Sky Dragon,Effect Monster,DIVINE,-1,-1,10
Slime Toad,Normal Monster,WATER,700,500,2
Slip of Fortune,Trap Card,,,,
Slip Summon,Trap Card,,,,
Slot Machine,Normal Monster,DARK,2000,2300,7
Slower Swallow,Effect Monster,WIND,100,100,1
Slushy,Effect Monster,WATER,0,0,2
Small Piece Golem,Effect Monster,EARTH,1100,0,3
Small Scuffle,Trap Card,,,,
Small World,Spell Card,,,,
Smashing Ground,Spell Card,,,,
Smashing Horn,Trap Card,,,,
Smile Action,Spell Card,,,,
Smile Potion,Trap Card,,,,
Smile Universe,Spell Card,,,,
Smile World,Spell Card,,,,
Smoke Grenade of the Thief,Spell Card,,,,
Smoke Mosquito,Effect Monster,DARK,0,0,1
Snake Deity's Command,Trap Card,,,,
Snake Fang,Trap Card,,,,
Snake Rain,Spell Card,,,,
Snake Whistle,Trap Card,,,,
Snake-Eye Ash,Effect Monster,FIRE,800,1000,1
Snake-Eye Birch,Effect Monster,FIRE,0,2100,1
Snake-Eye Oak,Effect Monster,FIRE,900,200,1
Snake-Eyes Diabellstar,Effect Monster,FIRE,2800,2600,8
Snake-Eyes Flamberge Dragon,Effect Monster,FIRE,3000,2500,8
Snake-Eyes Poplar,Effect Monster,FIRE,700,200,1
Snakeyashi,Normal Monster,EARTH,1000,1200,4
Snapdragon,Effect Monster,EARTH,300,100,2
Snatch Steal,Spell Card,,,,
"Sneaky ""C""",Effect Monster,EARTH,1300,2500,7
Sniffer Dragon,Effect Monster,DARK,800,400,2
Snipe Hunter,Effect Monster,DARK,1500,600,4
"Snopios, Shade of the Ghoti",Effect Monster,WATER,2100,0,6
Snow Dragon,Effect Monster,WATER,1400,900,4
Snow Plow Hustle Rustle,Effect Monster,EARTH,2500,3000,10
Snowdrop the Rikka Fairy,Effect Monster,WATER,1200,2600,8
Snowdust Dragon,Effect Monster,WATER,2800,1800,8
Snowman Creator,Effect Monster,WATER,1600,1000,4
Snowman Eater,Effect Monster,WATER,0,1900,3
Snowman Effect,Trap Card,,,,
"Snoww, Unlight of Dark World",Effect Monster,DARK,1700,0,4
Sogen,Spell Card,,,,
Soitsu,Normal Monster,WIND,0,0,3
Sol and Luna,Spell Card,,,,
Solar Flare Dragon,Effect Monster,FIRE,1500,1000,4
Solar Ray,Trap Card,,,,
Solar Recharge,Spell Card,,,,
Solar Wind Jammer,Effect Monster,LIGHT,800,2400,5
Soldier Dragons,Effect Monster,EARTH,700,800,2
Soldier Gaia the Fierce Knight,Effect Monster,DARK,2600,2100,8
Solemn Authority,Trap Card,,,,
Solemn Judgment,Trap Card,,,,
Solemn Scolding,Trap Card,,,,
Solemn Strike,Trap Card,,,,
Solemn Warning,Trap Card,,,,
Solemn Wishes,Trap Card,,,,
Solfachord Elegance,Spell Card,,,,
Solfachord Formal,Trap Card,,,,
Solfachord Harmonia,Spell Card,,,,
Solfachord Musica,Trap Card,,,,
Solfachord Scale,Spell Card,,,,
Solfachord Symphony,Spell Card,,,,
Solidarity,Spell Card,,,,
Solitaire Magician,Effect Monster,LIGHT,1600,1300,4
Solitary Sword of Poison,Spell Card,,,,
Solitude,Normal Monster,EARTH,1050,1000,3
Solo the Melodious Songstress,Effect Monster,LIGHT,1600,1000,4
Solomon's Lawbook,Trap Card,,,,
Sonata the Melodious Diva,Effect Monster,LIGHT,1200,1000,3
Sonic Bird,Effect Monster,WIND,1400,1000,4
Sonic Boom,Trap Card,,,,
Sonic Chick,Effect Monster,EARTH,300,300,1
Sonic Duck,Normal Monster,WIND,1700,700,3
Sonic Maid,Normal Monster,EARTH,1200,900,3
Sonic Shooter,Effect Monster,WIND,1300,600,4
Sonic Stun,Trap Card,,,,
Sonic Tracker,Spell Card,,,,
Sonic Warrior,Effect Monster,WIND,1000,0,2
"Sophia, Goddess of Rebirth",Effect Monster,DARK,3600,3400,11
Soprano the Melodious Songstress,Effect Monster,LIGHT,1400,1400,4
Sorcerer of Dark Magic,Effect Monster,DARK,3200,2800,9
Sorcerer of the Doomed,Normal Monster,DARK,1450,1200,4
Sorcerous Spell Wall,Spell Card,,,,
Sorciere de Fleur,Effect Monster,DARK,2900,0,8
Soul Absorption,Spell Card,,,,
Soul Binding Gate,Spell Card,,,,
Soul Charge,Spell Card,,,,
Soul Crossing,Spell Card,,,,
Soul Demolition,Trap Card,,,,
Soul Devouring Bamboo Sword,Spell Card,,,,
Soul Drain,Trap Card,,,,
Soul Drain Dragon,Effect Monster,LIGHT,4000,0,8
Soul Energy MAX!!!,Trap Card,,,,
Soul Exchange,Spell Card,,,,
Soul Fist,Spell Card,,,,
Soul Levy,Trap Card,,,,
Soul of Fire,Spell Card,,,,
Soul of Purity and Light,Effect Monster,LIGHT,2000,1800,6
Soul of the Pure,Spell Card,,,,
Soul of the Supreme Celestial King,Trap Card,,,,
Soul of the Supreme King,Trap Card,,,,
Soul Pendulum,Spell Card,,,,
Soul Release,Spell Card,,,,
Soul Resurrection,Trap Card,,,,
Soul Reversal,Spell Card,,,,
Soul Rope,Trap Card,,,,
Soul Scissors,Effect Monster,DARK,550,350,2
Soul Servant,Spell Card,,,,
Soul Strike,Trap Card,,,,
Soul Taker,Spell Card,,,,
Soul Tiger,Normal Monster,EARTH,0,2100,4
Soul Transition,Trap Card,,,,
Soul Unseal,Spell Card,,,,
Soul-Absorbing Bone Tower,Effect Monster,DARK,400,1500,3
Souleater,Normal Monster,EARTH,1200,0,4
Souleating Oviraptor,Effect Monster,DARK,1800,500,4
Souls of the Forgotten,Normal Monster,DARK,900,200,2
Sound the Retreat!,Trap Card,,,,
Soundproofed,Spell Card,,,,
Sour Scheduling - Red Vinegar Vamoose,Trap Card,,,,
Space Cyclone,Spell Card,,,,
Space Dragster,Trap Card,,,,
Space Gift,Spell Card,,,,
Space Mambo,Normal Monster,WATER,1700,1000,4
Space-Time Police,Effect Monster,WIND,2300,1500,5
Spacegate,Trap Card,,,,
Spacetime Transcendence,Spell Card,,,,
Spark Blaster,Spell Card,,,,
Sparks,Spell Card,,,,
Spatial Collapse,Trap Card,,,,
Spawn Alligator,Effect Monster,WATER,2200,1000,5
Speaker for the Ice Barriers,Effect Monster,WATER,1000,1800,4
Spear Dragon,Effect Monster,WIND,1900,0,4
Spear Shark,Effect Monster,WATER,1600,1400,4
Spearfish Soldier,Effect Monster,WIND,1700,1100,4
Spearhead of the Ashened City,Effect Monster,DARK,1700,100,4
Special Hurricane,Spell Card,,,,
Special Schedule,Spell Card,,,,
Specimen Inspection,Spell Card,,,,
Speed Bird,Effect Monster,WIND,1200,1000,4
Speed Recovery,Spell Card,,,,
Speed Warrior,Effect Monster,WIND,900,400,2
Speedburst Dragon,Effect Monster,DARK,2400,600,6
Speedlift,Spell Card,,,,
Speedroid Block-n-Roll,Effect Monster,WIND,1000,1800,4
Speedroid Clear Wing Wander,Trap Card,,,,
Speedroid Double Yoyo,Effect Monster,WIND,1400,1400,4
Speedroid Dupligate,Trap Card,,,,
Speedroid Horse Stilts,Effect Monster,WIND,1100,1100,4
Speedroid Menko,Effect Monster,WIND,100,2000,4
Speedroid Ohajikid,Effect Monster,WIND,1000,200,3
Speedroid Pachingo-Kart,Effect Monster,WIND,1800,1000,4
Speedroid Razorang,Effect Monster,WIND,2000,0,4
Speedroid Rubberband Plane,Effect Monster,WIND,1800,0,5
Speedroid Scratch,Spell Card,,,,
Speedroid Skull Marbles,Effect Monster,WIND,0,3000,7
Speedroid Taketomborg,Effect Monster,WIND,600,1200,3
Speedroid Terrortop,Effect Monster,WIND,1200,600,3
Speedroid Ultra Hound,Effect Monster,WIND,800,800,3
Speedroid Wheel,Spell Card,,,,
Spell Absorption,Spell Card,,,,
Spell Calling,Spell Card,,,,
Spell Canceller,Effect Monster,WIND,1800,1600,5
"Spell Card ""Monster Reborn""",Spell Card,,,,
"Spell Card ""Soul Exchange""",Spell Card,,,,
Spell Chronicle,Spell Card,,,,
Spell Economics,Spell Card,,,,
Spell Gear,Spell Card,,,,
Spell of Pain,Spell Card,,,,
Spell Power Grasp,Spell Card,,,,
Spell Power Mastery,Spell Card,,,,
Spell Purification,Trap Card,,,,
Spell Reactor RE,Effect Monster,DARK,1200,900,3
Spell Reclamation,Trap Card,,,,
Spell Recycler,Effect Monster,DARK,0,0,1
Spell Reproduction,Spell Card,,,,
Spell Shattering Arrow,Spell Card,,,,
Spell Shield Type-8,Trap Card,,,,
Spell Strider,Effect Monster,EARTH,1800,600,4
Spell Striker,Effect Monster,EARTH,600,200,3
Spell Vanishing,Trap Card,,,,
Spell Wall,Spell Card,,,,
Spell-Stopping Statute,Trap Card,,,,
Spellbinding Circle,Trap Card,,,,
Spellbook Library of the Crescent,Spell Card,,,,
Spellbook Library of the Heliosphere,Spell Card,,,,
Spellbook Magician of Prophecy,Effect Monster,WATER,500,400,2
Spellbook of Eternity,Spell Card,,,,
Spellbook of Fate,Spell Card,,,,
Spellbook of Judgment,Spell Card,,,,
Spellbook of Knowledge,Spell Card,,,,
Spellbook of Life,Spell Card,,,,
Spellbook of Miracles,Spell Card,,,,
Spellbook of Power,Spell Card,,,,
Spellbook of Secrets,Spell Card,,,,
Spellbook of the Master,Spell Card,,,,
Spellbook of Wisdom,Spell Card,,,,
Spellbook Organization,Spell Card,,,,
Spellbook Star Hall,Spell Card,,,,
Spellbound,Spell Card,,,,
Spellbreaker of the Ice Barrier,Effect Monster,WATER,1200,2000,4
Spellstone Sorcerer Karood,Effect Monster,LIGHT,800,1900,3
Sphere Kuriboh,Effect Monster,DARK,300,200,1
Sphere of Chaos,Effect Monster,DARK,1600,0,5
Spherous Lady,Normal Monster,EARTH,400,1400,3
Sphinx Teleia,Effect Monster,LIGHT,2500,3000,10
Spider Egg,Trap Card,,,,
Spider Web,Spell Card,,,,
Spiders' Lair,Spell Card,,,,
Spike Seadra,Normal Monster,WATER,1600,1300,5
Spikebot,Normal Monster,DARK,1800,1700,5
Spiked Snail,Normal Monster,DARK,700,1300,3
Spikeshield with Chain,Trap Card,,,,
Spin Turn,Trap Card,,,,
Spined Gillman,Effect Monster,WATER,1300,0,3
Spiral Discharge,Trap Card,,,,
Spiral Flame Strike,Spell Card,,,,
Spiral Fusion,Spell Card,,,,
Spiral Reborn,Trap Card,,,,
Spiral Serpent,Normal Monster,WATER,2900,2900,8
Spiral Spear Strike,Spell Card,,,,
Spirit Barrier,Trap Card,,,,
Spirit Burner,Spell Card,,,,
Spirit Charmers,Spell Card,,,,
Spirit Converter,Spell Card,,,,
Spirit Elimination,Spell Card,,,,
Spirit Force,Trap Card,,,,
Spirit Illusion,Spell Card,,,,
"Spirit Message ""A""",Spell Card,,,,
"Spirit Message ""I""",Spell Card,,,,
"Spirit Message ""L""",Spell Card,,,,
"Spirit Message ""N""",Spell Card,,,,
Spirit of Flames,Effect Monster,FIRE,1700,1000,4
Spirit of the Books,Normal Monster,WIND,1400,1200,4
Spirit of the Breeze,Effect Monster,WIND,0,1800,3
Spirit of the Fall Wind,Effect Monster,WIND,1800,900,4
Spirit of the Harp,Normal Monster,LIGHT,800,2000,4
Spirit of the Mountain,Normal Monster,EARTH,1300,1800,5
Spirit of the Pharaoh,Effect Monster,LIGHT,2500,2000,6
Spirit of the Pot of Greed,Effect Monster,LIGHT,100,100,1
Spirit of the Winds,Normal Monster,WIND,1700,1400,5
Spirit of Yubel,Effect Monster,DARK,0,0,10
Spirit Reaper,Effect Monster,DARK,300,200,3
Spirit Ryu,Effect Monster,WIND,1000,1000,4
Spirit Sculptor,Effect Monster,LIGHT,1600,2100,4
Spirit Shield,Trap Card,,,,
Spirit's Invitation,Trap Card,,,,
Spiritual Beast Apelio,Effect Monster,WIND,1800,200,4
Spiritual Beast Cannahawk,Effect Monster,WIND,1400,600,4
Spiritual Beast Pettlephin,Effect Monster,WIND,0,2000,4
Spiritual Beast Rampengu,Effect Monster,WIND,1600,400,4
Spiritual Beast Tamer Lara,Effect Monster,LIGHT,100,2000,1
Spiritual Beast Tamer Winda,Effect Monster,WIND,1600,1800,4
Spiritual Earth Art - Kurogane,Trap Card,,,,
Spiritual Energy Settle Machine,Spell Card,,,,
Spiritual Entanglement,Spell Card,,,,
Spiritual Fire Art - Kurenai,Trap Card,,,,
Spiritual Forest,Spell Card,,,,
Spiritual Light Art - Hijiri,Trap Card,,,,
Spiritual Swords of Revealing Light,Trap Card,,,,
Spiritual Water Art - Aoi,Trap Card,,,,
Spiritual Whisper,Effect Monster,WIND,200,2000,4
Spiritual Wind Art - Miyabi,Trap Card,,,,
Spiritualism,Spell Card,,,,
Splash Capture,Trap Card,,,,
Splendid Venus,Effect Monster,LIGHT,2800,2400,8
Split Mirror of the Underworld,Trap Card,,,,
Splitting Planarian,Effect Monster,DARK,1000,800,4
Spool Code,Spell Card,,,,
"Spoon, the Seal of Magistus",Effect Monster,LIGHT,1000,1000,4
Spright Blue,Effect Monster,DARK,1100,1000,2
Spright Carrot,Effect Monster,FIRE,1000,1900,2
Spright Double Cross,Trap Card,,,,
Spright Gamma Burst,Spell Card,,,,
Spright Jet,Effect Monster,DARK,1300,700,2
Spright Pixies,Effect Monster,DARK,1400,1400,2
Spright Red,Effect Monster,FIRE,1200,1800,2
Spright Smashers,Spell Card,,,,
Spright Starter,Spell Card,,,,
Spring of Rebirth,Spell Card,,,,
Springans Blast!,Trap Card,,,,
Springans Booty,Spell Card,,,,
Springans Branga,Effect Monster,FIRE,500,2500,8
Springans Brothers,Effect Monster,FIRE,300,1800,4
Springans Call!,Trap Card,,,,
Springans Captain Sargas,Effect Monster,FIRE,1500,2800,8
Springans Interluder,Trap Card,,,,
Springans Kitt,Effect Monster,DARK,1700,1000,4
Springans Pedor,Effect Monster,FIRE,0,2000,4
Springans Rockey,Effect Monster,FIRE,1800,800,4
Springans Watch,Spell Card,,,,
Sprite's Blessing,Spell Card,,,,
Spy-C-Spy,Effect Monster,FIRE,1200,1300,3
Spyder Spider,Effect Monster,EARTH,1500,1000,4
SPYGAL Misty,Effect Monster,DARK,1500,1600,4
SPYRAL Double Agent,Effect Monster,LIGHT,1400,600,4
SPYRAL GEAR - Big Red,Spell Card,,,,
SPYRAL GEAR - Drone,Effect Monster,WIND,100,100,1
SPYRAL GEAR - Fully Armed,Spell Card,,,,
SPYRAL GEAR - Last Resort,Effect Monster,EARTH,1000,1000,4
SPYRAL GEAR - Utility Wire,Trap Card,,,,
SPYRAL Master Plan,Effect Monster,DARK,1200,2800,7
SPYRAL MISSION - Assault,Spell Card,,,,
SPYRAL MISSION - Recapture,Trap Card,,,,
SPYRAL MISSION - Rescue,Trap Card,,,,
SPYRAL Quik-Fix,Effect Monster,EARTH,500,400,1
SPYRAL Resort,Spell Card,,,,
SPYRAL Sleeper,Effect Monster,LIGHT,2800,1200,8
SPYRAL Super Agent,Effect Monster,EARTH,1900,1200,4
SPYRAL Tough,Effect Monster,WIND,1900,1500,4
Squib Draw,Spell Card,,,,
Squirt Squid,Effect Monster,WATER,0,1800,2
Stack Reviver,Effect Monster,DARK,100,600,2
Stained Glass of Light & Dark,Trap Card,,,,
Stairs of Mail,Spell Card,,,,
Stairway to a Fabled Realm,Spell Card,,,,
Stake your Soul!,Spell Card,,,,
Stall Turn,Trap Card,,,,
Stamping Destruction,Spell Card,,,,
Stand In,Spell Card,,,,
Stand Up Centur-Ion!,Spell Card,,,,
Stand-Off,Spell Card,,,,
Star Blast,Spell Card,,,,
Star Boy,Effect Monster,WATER,550,500,2
Star Changer,Spell Card,,,,
Star Drawing,Effect Monster,EARTH,1600,1000,4
"Star Light, Star Bright",Spell Card,,,,
Star Pendulumgraph,Spell Card,,,,
Star Power!!,Spell Card,,,,
Star Seraph Sage,Effect Monster,LIGHT,1600,1400,4
Star Seraph Scale,Effect Monster,LIGHT,1500,900,4
Star Seraph Scepter,Effect Monster,LIGHT,1800,400,4
Star Seraph Scout,Effect Monster,LIGHT,1200,1800,4
Star Seraph Sovereignty,Effect Monster,LIGHT,800,2000,4
Star Seraph Sword,Effect Monster,LIGHT,1400,1000,4
Star Siphon,Trap Card,,,,
Star Staring Starling,Effect Monster,WIND,1000,1500,4
Stardust Dragon/Assault Mode,Effect Monster,WIND,3000,2500,10
Stardust Flash,Trap Card,,,,
Stardust Illumination,Spell Card,,,,
Stardust Mirage,Trap Card,,,,
Stardust Phantom,Effect Monster,LIGHT,0,0,1
Stardust Re-Spark,Trap Card,,,,
Stardust Shimmer,Spell Card,,,,
Stardust Trail,Effect Monster,LIGHT,500,2000,4
Stardust Wish,Trap Card,,,,
Stardust Wurm,Effect Monster,LIGHT,0,0,1
Stardust Xiaolong,Effect Monster,LIGHT,100,100,1
Starduston,Effect Monster,DARK,-1,-1,1
Starfish,Effect Monster,WATER,300,300,3
Staring Contest,Spell Card,,,,
Starliege Seyfert,Effect Monster,LIGHT,1800,0,4
Starlight Junktion,Spell Card,,,,
Starlight Road,Trap Card,,,,
Starlit Papillon,Spell Card,,,,
Starry Dragon's Cycle,Trap Card,,,,
Starry Knight Arrival,Trap Card,,,,
Starry Knight Astel,Effect Monster,LIGHT,500,2000,4
Starry Knight Balefire,Spell Card,,,,
Starry Knight Blast,Trap Card,,,,
Starry Knight Ceremony,Spell Card,,,,
Starry Knight Ciel,Effect Monster,LIGHT,1700,800,4
Starry Knight Flamel,Effect Monster,LIGHT,1500,1000,4
Starry Knight Orbitael,Effect Monster,LIGHT,400,2100,4
Starry Knight Rayel,Effect Monster,LIGHT,1800,700,4
Starry Knight Sky,Spell Card,,,,
"Starry Night, Starry Dragon",Effect Monster,LIGHT,2500,2300,7
Stars Align Above the Shrine,Spell Card,,,,
Stars Align across the Milky Way,Trap Card,,,,
Starship Spy Plane,Effect Monster,WIND,1100,500,4
Startling Stare of the Snake-Eyes,Trap Card,,,,
Statue of Anguish Pattern,Trap Card,,,,
Statue of the Wicked,Trap Card,,,,
Staunch Defender,Trap Card,,,,
Stealth Bird,Effect Monster,DARK,700,1700,3
Stealthroid,Effect Monster,DARK,1200,0,4
Steam Knight - BULLauncher,Normal Monster,FIRE,1800,200,4
Steam Knight - Hamburk,Normal Monster,FIRE,2500,200,8
Steamroid,Effect Monster,EARTH,1800,1800,4
Steel Ogre Grotto #1,Normal Monster,EARTH,1400,1800,5
Steel Ogre Grotto #2,Normal Monster,EARTH,1900,2200,6
Steel Scorpion,Effect Monster,EARTH,250,300,1
Steel Shell,Spell Card,,,,
Steelswarm Caller,Effect Monster,DARK,1700,0,4
Steelswarm Caucastag,Effect Monster,DARK,2800,0,8
Steelswarm Cell,Effect Monster,DARK,0,0,1
Steelswarm Gatekeeper,Effect Monster,DARK,1500,1900,4
Steelswarm Genome,Effect Monster,DARK,1000,0,2
Steelswarm Girastag,Effect Monster,DARK,2600,0,7
Steelswarm Hercules,Effect Monster,DARK,3200,0,10
Steelswarm Longhorn,Effect Monster,DARK,3000,0,9
Steelswarm Mantis,Effect Monster,DARK,2200,0,5
Steelswarm Moth,Effect Monster,DARK,2400,0,6
Steelswarm Scout,Effect Monster,DARK,200,0,1
Steelswarm Sentinel,Effect Monster,DARK,1100,0,3
Steelswarm Sting,Effect Monster,DARK,1850,0,4
Stegocyber,Effect Monster,DARK,1200,2400,6
Stellarknight Alpha,Spell Card,,,,
Stellarnova Alpha,Trap Card,,,,
Stellarnova Wave,Trap Card,,,,
Stim-Pack,Spell Card,,,,
Stinging Swordsman,Effect Monster,WIND,300,600,1
Stoic Challenge,Spell Card,,,,
Stoic of Prophecy,Effect Monster,WATER,300,200,1
Stone Armadiller,Normal Monster,EARTH,800,1200,3
Stone Dragon,Normal Monster,EARTH,2000,2300,7
Stone Ghost,Normal Monster,EARTH,1200,1000,4
Stone Ogre Grotto,Normal Monster,EARTH,1600,1500,5
Stone Statue of the Aztecs,Effect Monster,EARTH,300,2000,4
Stonehenge,Spell Card,,,,
Stonehenge Methods,Trap Card,,,,
Stop Defense,Spell Card,,,,
Storm,Spell Card,,,,
Storm Caller,Effect Monster,WIND,2300,2000,6
Storm Cipher,Effect Monster,DARK,2400,0,4
Storm Dragon's Return,Trap Card,,,,
Storm Shooter,Effect Monster,WIND,2300,500,7
Storming Mirror Force,Trap Card,,,,
Storming Wynn,Effect Monster,WIND,800,1500,4
Straight Flush,Trap Card,,,,
Strategist of the Ice Barrier,Effect Monster,WATER,1600,1600,4
Stray Asmodian,Effect Monster,FIRE,1300,1700,3
Stray Lambs,Spell Card,,,,
Stray Purrely Street,Spell Card,,,,
"Stream, Dragon Ruler of Droplets",Effect Monster,WATER,1600,2000,4
Strength in Unity,Spell Card,,,,
